timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2023-08-12 00:00:00+00:00,XBTUSD,29579.5,29710.5,29126.0,29295.5,214,72000,29372.2849,300,245129254,2.4512925399999985,72000.0
2023-08-11 00:00:00+00:00,XBTUSD,29723.5,29804.0,29081.0,29579.5,202,242100,29571.9752,200,818683409,8.186834089999998,242100.0
2023-08-10 00:00:00+00:00,XBTUSD,29949.5,30158.0,29298.5,29723.5,311,188600,29803.3278,100,632817551,6.328175510000001,188600.0
2023-08-09 00:00:00+00:00,XBTUSD,29055.5,30200.0,29048.5,29949.5,330,744800,29690.2417,100,2508578952,25.085789520000002,744800.0
2023-08-08 00:00:00+00:00,XBTUSD,29183.0,29314.0,28795.5,29055.5,241,295700,29029.093,100,1018636365,10.186363649999999,295700.0
2023-08-07 00:00:00+00:00,XBTUSD,29029.0,29234.5,28910.5,29183.0,288,123100,29064.3601,200,423544072,4.23544072,123100.0
2023-08-06 00:00:00+00:00,XBTUSD,28982.5,29233.5,28914.5,29029.0,400,174200,29081.8567,100,599000841,5.99000841,174200.0
2023-08-05 00:00:00+00:00,XBTUSD,29371.5,29393.0,28893.5,28982.5,387,167500,29123.0185,100,575147719,5.751477189999999,167500.0
2023-08-04 00:00:00+00:00,XBTUSD,29080.0,29464.0,28912.0,29371.5,371,368700,29158.7695,14500,1264460950,12.644609500000001,368700.0
2023-08-03 00:00:00+00:00,XBTUSD,29704.0,30200.0,28200.0,29080.0,311,221600,29271.6911,100,757047784,7.570477839999999,221600.0
2023-08-02 00:00:00+00:00,XBTUSD,29264.0,30131.0,28200.0,29704.0,471,715700,29032.127,100,2465204511,24.652045110000003,715700.0
2023-08-01 00:00:00+00:00,XBTUSD,29354.5,29599.0,29022.5,29264.0,562,255400,29336.6112,100,870587780,8.705877800000003,255400.0
2023-07-31 00:00:00+00:00,XBTUSD,29263.0,29585.0,29022.5,29354.5,793,304200,29200.7464,200,1041757310,10.4175731,304200.0
2023-07-30 00:00:00+00:00,XBTUSD,29196.0,29511.5,29148.5,29263.0,240,112000,29311.674,200,382100854,3.82100854,112000.0
2023-07-29 00:00:00+00:00,XBTUSD,29276.0,29527.0,29020.5,29196.0,238,397500,29166.6788,300,1362860635,13.62860635,397500.0
2023-07-28 00:00:00+00:00,XBTUSD,29195.0,29836.0,29006.0,29276.0,738,1142700,29468.2745,200,3877737850,38.7773785,1142700.0
2023-07-27 00:00:00+00:00,XBTUSD,29295.5,29904.5,28961.0,29195.0,1723,7941600,29323.0194,300,27083196218,270.83196218,7941600.0
2023-07-26 00:00:00+00:00,XBTUSD,29102.0,29408.0,29001.0,29295.5,301,1592200,29308.5813,500,5432553061,54.32553061,1592200.0
2023-07-25 00:00:00+00:00,XBTUSD,29937.5,30157.5,29000.0,29102.0,347,401300,29510.6253,100,1359851495,13.59851495,401300.0
2023-07-24 00:00:00+00:00,XBTUSD,29755.0,30200.0,29750.0,29937.5,321,89000,30043.4729,600,296238276,2.9623827599999997,89000.0
2023-07-23 00:00:00+00:00,XBTUSD,30066.0,30134.0,29534.5,29755.0,244,53400,29849.3206,100,178898820,1.7889882000000004,53400.0
2023-07-22 00:00:00+00:00,XBTUSD,29913.5,30130.5,29717.5,30066.0,352,1058900,29848.0733,500,3547638747,35.47638747,1058900.0
2023-07-21 00:00:00+00:00,XBTUSD,29894.5,30536.5,29574.0,29913.5,489,554900,29967.9343,500,1851646753,18.51646753,554900.0
2023-07-20 00:00:00+00:00,XBTUSD,29973.5,30300.0,29689.5,29894.5,338,1476800,30131.4636,100,4901200204,49.012002040000006,1476800.0
2023-07-19 00:00:00+00:00,XBTUSD,30255.0,30331.5,29600.5,29973.5,360,557400,29922.829,100,1862799015,18.62799015,557400.0
2023-07-18 00:00:00+00:00,XBTUSD,30436.0,30467.0,29800.5,30255.0,236,259700,30144.1796,100,861527875,8.61527875,259700.0
2023-07-17 00:00:00+00:00,XBTUSD,30268.5,30555.0,30079.0,30436.0,230,94100,30311.0214,200,310448884,3.1044888399999997,94100.0
2023-07-16 00:00:00+00:00,XBTUSD,30309.5,30497.0,29994.5,30268.5,359,208200,30258.1016,100,688081242,6.88081242,208200.0
2023-07-15 00:00:00+00:00,XBTUSD,31480.5,31609.5,29785.5,30309.5,387,491700,30929.0148,100,1589776224,15.89776224,491700.0
2023-07-14 00:00:00+00:00,XBTUSD,30265.5,31698.0,30154.0,31480.5,512,5278300,30834.2198,100,17118403313,171.18403313000007,5278300.0
2023-07-13 00:00:00+00:00,XBTUSD,30547.0,31000.0,30222.0,30265.5,1542,3026300,30547.5029,700,9906868346,99.06868345999999,3026300.0
2023-07-12 00:00:00+00:00,XBTUSD,30505.0,30947.5,30275.0,30547.0,541,639100,30753.6174,100,2078135887,20.781358869999995,639100.0
2023-07-11 00:00:00+00:00,XBTUSD,30187.0,31000.0,29954.5,30505.0,556,783400,30209.3812,500,2593240472,25.932404720000008,783400.0
2023-07-10 00:00:00+00:00,XBTUSD,30293.0,30512.5,30025.5,30187.0,257,317400,30325.7287,100,1046640487,10.466404870000002,317400.0
2023-07-09 00:00:00+00:00,XBTUSD,30489.0,30489.0,29872.0,30293.0,536,760400,30218.51,100,2516345543,25.163455429999992,760400.0
2023-07-08 00:00:00+00:00,XBTUSD,30004.5,30533.5,29814.5,30489.0,571,188500,30201.6261,3700,624139797,6.2413979699999995,188500.0
2023-07-07 00:00:00+00:00,XBTUSD,30479.0,31620.5,30004.5,30004.5,1008,3907100,30688.9673,100,12731328738,127.31328738,3907100.0
2023-07-06 00:00:00+00:00,XBTUSD,30918.0,30981.5,30290.5,30479.0,1221,1118400,30502.3121,100,3666613392,36.66613392000001,1118400.0
2023-07-05 00:00:00+00:00,XBTUSD,31415.0,31428.0,30647.5,30918.0,535,398100,30824.8103,100,1291494804,12.914948040000002,398100.0
2023-07-04 00:00:00+00:00,XBTUSD,30610.5,31485.5,30488.5,31415.0,1173,899900,31042.5003,36800,2898940513,28.989405129999994,899900.0
2023-07-03 00:00:00+00:00,XBTUSD,30698.0,30701.0,30227.0,30610.5,428,421400,30396.7074,100,1386337350,13.863373500000002,421400.0
2023-07-02 00:00:00+00:00,XBTUSD,30494.5,30702.0,30229.5,30698.0,305,113600,30480.1848,100,372701895,3.727018949999999,113600.0
2023-07-01 00:00:00+00:00,XBTUSD,30447.5,31754.0,29627.5,30494.5,925,3252200,30681.9053,100,10599767279,105.99767279,3252200.0
2023-06-30 00:00:00+00:00,XBTUSD,30106.5,30802.0,29989.5,30447.5,352,98700,30503.8938,100,323566398,3.23566398,98700.0
2023-06-29 00:00:00+00:00,XBTUSD,30712.5,30692.5,29767.0,30106.5,1062,2744900,30128.2862,100,9110732665,91.10732665,2744900.0
2023-06-28 00:00:00+00:00,XBTUSD,30297.0,31105.5,29996.0,30712.5,2996,791200,30461.0586,100,2597423386,25.974233859999995,791200.0
2023-06-27 00:00:00+00:00,XBTUSD,30335.0,30696.0,29841.0,30297.0,5547,1762100,30276.1488,100,5820111103,58.201111030000014,1762100.0
2023-06-26 00:00:00+00:00,XBTUSD,30532.5,31082.5,30278.5,30335.0,430,110400,30679.9286,300,359845502,3.59845502,110400.0
2023-06-25 00:00:00+00:00,XBTUSD,30593.5,30803.0,30278.5,30532.5,307,54300,30617.6499,100,177349037,1.7734903699999998,54300.0
2023-06-24 00:00:00+00:00,XBTUSD,29935.5,31510.0,29771.0,30593.5,969,4639200,30974.7122,100,14977417540,149.77417540000005,4639200.0
2023-06-23 00:00:00+00:00,XBTUSD,29937.0,30627.0,29576.5,29935.5,1070,1247500,30088.7618,100,4146074016,41.46074016,1247500.0
2023-06-22 00:00:00+00:00,XBTUSD,28284.5,30828.5,28287.0,29937.0,1286,7654700,29569.8766,100,25886920064,258.86920064,7654700.0
2023-06-21 00:00:00+00:00,XBTUSD,26700.0,28284.5,26568.5,28284.5,1055,4940800,26997.1113,100,18301240464,183.01240464000006,4940800.0
2023-06-20 00:00:00+00:00,XBTUSD,26223.5,26899.5,26156.0,26700.0,227,932100,26651.7417,121400,3497338818,34.97338818000001,932100.0
2023-06-19 00:00:00+00:00,XBTUSD,26411.5,26899.5,26223.5,26223.5,163,130100,26577.3667,100,489515422,4.89515422,130100.0
2023-06-18 00:00:00+00:00,XBTUSD,26247.0,26970.5,25960.0,26411.5,361,1056900,26646.8414,100,3966333044,39.66333043999999,1056900.0
2023-06-17 00:00:00+00:00,XBTUSD,25674.5,26481.0,25390.0,26247.0,199,103100,25837.6568,100,399030107,3.9903010699999992,103100.0
2023-06-16 00:00:00+00:00,XBTUSD,25165.5,25730.5,24791.0,25674.5,320,119700,25046.9631,200,477903121,4.77903121,119700.0
2023-06-15 00:00:00+00:00,XBTUSD,25797.0,26403.0,24764.0,25165.5,350,3965000,25822.5782,100,15354791367,153.54791367,3965000.0
2023-06-14 00:00:00+00:00,XBTUSD,26037.5,26410.0,25684.0,25797.0,537,1734300,26181.1632,3500,6624243303,66.24243302999999,1734300.0
2023-06-13 00:00:00+00:00,XBTUSD,25811.5,26159.5,25684.0,26037.5,507,604000,26052.3183,100,2318413476,23.18413476,604000.0
2023-06-12 00:00:00+00:00,XBTUSD,25745.0,26271.0,25684.0,25811.5,2120,396800,25898.1478,100,1532159449,15.321594489999997,396800.0
2023-06-11 00:00:00+00:00,XBTUSD,26346.0,26481.0,25275.0,25745.0,580,1927700,25718.6432,100,7495356322,74.95356321999999,1927700.0
2023-06-10 00:00:00+00:00,XBTUSD,26558.0,26824.5,26223.5,26346.0,196,201200,26472.9552,100,760021736,7.600217359999999,201200.0
2023-06-09 00:00:00+00:00,XBTUSD,26239.5,26867.5,26029.5,26558.0,908,175800,26487.0492,100,663721502,6.63721502,175800.0
2023-06-08 00:00:00+00:00,XBTUSD,27086.5,27372.5,26013.5,26239.5,2067,422300,26580.3337,100,1588772726,15.887727259999998,422300.0
2023-06-07 00:00:00+00:00,XBTUSD,25698.0,27238.0,25339.0,27086.5,201,886800,26490.4171,500,3347629020,33.476290199999994,886800.0
2023-06-06 00:00:00+00:00,XBTUSD,27052.0,27220.0,25380.5,25698.0,277,1280000,25567.9276,100,5006276846,50.06276846000001,1280000.0
2023-06-05 00:00:00+00:00,XBTUSD,27097.5,27398.0,26955.5,27052.0,221,102400,27167.6379,500,376920185,3.76920185,102400.0
2023-06-04 00:00:00+00:00,XBTUSD,27172.5,27346.5,26915.0,27097.5,382,216800,27121.0712,100,799380154,7.993801540000001,216800.0
2023-06-03 00:00:00+00:00,XBTUSD,26746.0,27393.0,26651.5,27172.5,239,450900,26761.7243,100,1684876102,16.848761019999998,450900.0
2023-06-02 00:00:00+00:00,XBTUSD,27315.5,27491.5,26534.0,26746.0,621,1425800,26990.1162,100,5282681708,52.82681707999999,1425800.0
2023-06-01 00:00:00+00:00,XBTUSD,27737.0,27876.5,26800.0,27315.5,434,348400,27099.2428,100,1285649820,12.8564982,348400.0
2023-05-31 00:00:00+00:00,XBTUSD,27848.5,28136.0,27466.0,27737.0,328,90600,27747.6408,100,326515101,3.2651510100000003,90600.0
2023-05-30 00:00:00+00:00,XBTUSD,28100.5,28502.5,27274.0,27848.5,413,3050300,27837.9387,100,10957381588,109.57381587999998,3050300.0
2023-05-29 00:00:00+00:00,XBTUSD,26999.5,28254.0,26824.0,28100.5,295,913000,27304.2016,100,3343816532,33.43816532000001,913000.0
2023-05-28 00:00:00+00:00,XBTUSD,26857.0,26999.5,26427.5,26999.5,184,272400,26651.2445,100,1022092105,10.220921050000003,272400.0
2023-05-27 00:00:00+00:00,XBTUSD,26604.0,26919.5,26306.0,26857.0,214,222700,26665.4578,100,835163312,8.35163312,222700.0
2023-05-26 00:00:00+00:00,XBTUSD,26231.0,26664.5,25900.0,26604.0,395,792600,26148.9181,200,3031110283,30.31110282999999,792600.0
2023-05-25 00:00:00+00:00,XBTUSD,27354.5,27312.5,26113.5,26231.0,333,1313200,26738.1824,100,4911334055,49.113340550000004,1313200.0
2023-05-24 00:00:00+00:00,XBTUSD,26739.0,27688.0,26693.5,27354.5,355,332600,27321.4339,900,1217362958,12.17362958,332600.0
2023-05-23 00:00:00+00:00,XBTUSD,26912.5,27030.0,26438.5,26739.0,263,142100,26783.6577,6800,530549203,5.30549203,142100.0
2023-05-22 00:00:00+00:00,XBTUSD,27229.0,27272.0,26541.5,26912.5,203,177700,26823.1709,300,662488473,6.62488473,177700.0
2023-05-21 00:00:00+00:00,XBTUSD,26988.5,27245.5,26655.5,27229.0,227,339400,26829.072,700,1265047518,12.650475179999999,339400.0
2023-05-20 00:00:00+00:00,XBTUSD,26939.0,27089.5,26603.0,26988.5,676,534800,26827.4885,100,1993480986,19.934809859999994,534800.0
2023-05-19 00:00:00+00:00,XBTUSD,27518.0,27634.0,26339.0,26939.0,308,894800,27373.1869,1000,3268897447,32.688974470000005,894800.0
2023-05-18 00:00:00+00:00,XBTUSD,27112.5,27518.0,26490.5,27518.0,293,2119900,26954.9044,100,7864640163,78.64640163000003,2119900.0
2023-05-17 00:00:00+00:00,XBTUSD,27080.5,27393.0,26770.0,27112.5,683,418000,27074.8837,100,1543870970,15.4387097,418000.0
2023-05-16 00:00:00+00:00,XBTUSD,26814.5,28022.0,26655.0,27080.5,322,1324200,27719.413,400,4777172560,47.77172559999999,1324200.0
2023-05-15 00:00:00+00:00,XBTUSD,26903.0,27262.0,26589.0,26814.5,286,1517300,26881.4314,100,5644426701,56.44426700999999,1517300.0
2023-05-14 00:00:00+00:00,XBTUSD,26871.0,27078.5,26621.0,26903.0,256,85400,26900.4495,100,317467369,3.1746736899999997,85400.0
2023-05-13 00:00:00+00:00,XBTUSD,27160.0,27129.0,25952.5,26871.0,344,1714400,26456.3563,100,6480126925,64.80126925,1714400.0
2023-05-12 00:00:00+00:00,XBTUSD,27671.0,27730.0,26656.0,27160.0,263,3340700,27136.6739,100,12310668310,123.10668309999997,3340700.0
2023-05-11 00:00:00+00:00,XBTUSD,27712.5,28393.0,26630.0,27671.0,226,175900,27618.3585,100,636896144,6.36896144,175900.0
2023-05-10 00:00:00+00:00,XBTUSD,27496.5,28572.0,27113.0,27712.5,349,3217900,27351.3998,100,11765063183,117.65063183000004,3217900.0
2023-05-09 00:00:00+00:00,XBTUSD,28604.0,30999.0,26786.0,27496.5,916,31472900,28101.0965,100,111999071525,1119.9907152499998,31472900.0
2023-05-08 00:00:00+00:00,XBTUSD,29000.0,29193.0,28579.0,28604.0,293,324000,28850.3704,100,1123039549,11.230395490000001,324000.0
